sample_id,method,teacher_index,answer_index,approximate_index,minimum_margin,feature_relative_l2,candidate_kl,maximum_normalized_adverse_shift,prediction_match,harmful,beneficial
vsi_question_1320,source_pca_r456,1,0,1,1.5,0.15658734738826752,0.0,0.0,1,0,0
vsi_question_1320,target_pca_r456,1,0,1,1.5,0.15813027322292328,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,vsi_pca_train96_r456,1,0,1,1.5,0.14214986562728882,0.0,0.0,1,0,0
vsi_question_1320,pooled3_pca_r456,1,0,1,1.5,0.1460176408290863,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,cmrq_risk_atoms32_r456,1,0,1,1.5,0.15082627534866333,0.0,0.0,1,0,0
vsi_question_1320,feature_only_null_atoms32_r456,1,0,1,1.5,0.145829439163208,0.004909321665763855,0.1666666716337204,1,0,0
vsi_question_1320,random_null_atoms32_r456,1,0,1,1.5,0.15093179047107697,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,permuted_risk_null_atoms32_r456,1,0,1,1.5,0.1509476751089096,0.0,0.0,1,0,0
vsi_question_1320,cmrq_mix_g32_w0p0003_r456,1,0,1,1.5,0.14601843059062958,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,permuted_mix_g32_w0p0003_r456,1,0,1,1.5,0.14601777493953705,0.0,0.0,1,0,0
vsi_question_1320,cmrq_mix_g32_w0p001_r456,1,0,1,1.5,0.14603331685066223,0.0,0.0,1,0,0
vsi_question_1320,permuted_mix_g32_w0p001_r456,1,0,1,1.5,0.14604181051254272,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,cmrq_mix_g32_w0p003_r456,1,0,1,1.5,0.14640110731124878,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,permuted_mix_g32_w0p003_r456,1,0,1,1.5,0.14653092622756958,0.0,0.0,1,0,0
vsi_question_1320,cmrq_mix_g32_w0p01_r456,1,0,1,1.5,0.14831571280956268,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,permuted_mix_g32_w0p01_r456,1,0,1,1.5,0.14885157346725464,0.0011960864067077637,0.0833333358168602,1,0,0
vsi_question_1320,risk_only_r456,1,0,1,1.5,0.716457188129425,0.011327195912599564,0.25,1,0,0
vsi_question_3068,source_pca_r456,1,1,1,2.875,0.15715639293193817,0.0,0.0,1,0,0
vsi_question_3068,target_pca_r456,1,1,1,2.875,0.16048043966293335,0.0006406418979167938,0.043478261679410934,1,0,0
vsi_question_3068,vsi_pca_train96_r456,1,1,1,2.875,0.1385819911956787,0.0,0.0,1,0,0
vsi_question_3068,pooled3_pca_r456,1,1,1,2.875,0.14475685358047485,0.0002966928295791149,0.03999999910593033,1,0,0
vsi_question_3068,cmrq_risk_atoms32_r456,1,1,1,2.875,0.14936310052871704,0.0,0.0,1,0,0
vsi_question_3068,feature_only_null_atoms32_r456,1,1,1,2.875,0.14420384168624878,0.0006748040905222297,0.03999999910593033,1,0,0
vsi_question_3068,random_null_atoms32_r456,1,1,1,2.875,0.14949974417686462,0.0,0.0,1,0,0
vsi_question_3068,permuted_risk_null_atoms32_r456,1,1,1,2.875,0.14951300621032715,0.0,0.0,1,0,0
vsi_question_3068,cmrq_mix_g32_w0p0003_r456,1,1,1,2.875,0.14475832879543304,0.0002966928295791149,0.03999999910593033,1,0,0
