prompt_index,prompt,seed,repeat,method,schedule_order_index,status,seconds_including_text_and_vae,self_attention_calls,cross_attention_calls,peak_allocated_mib,video_file,video_sha256,event_file,schedule_family,schedule_action,schedule_cell_count,schedule_metadata,tri_mode_schedule,tri_mode_model_calls,tri_mode_block_calls,tri_mode_requested_dense,tri_mode_requested_quant,tri_mode_requested_cache,tri_mode_executed_dense,tri_mode_executed_quant,tri_mode_executed_cache,tri_mode_cache_fallbacks,tri_mode_max_cache_age,hybrid_linear_count,hybrid_dense_calls,hybrid_fp8_calls,hybrid_residual_calls,static_scale_min,static_scale_max,source_run_dir,logical_sample,dense_video_file,dense_seconds,candidate_seconds,end_to_end_speedup,candidate_fps,reference_fps,fps_match,step_start,step_end,block_start,block_end,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s16-19_b06-11,23,ok,6.0092600579955615,1200,1200,21517.130859375,p00_q_s16-19_b06-11_seed20260723_r0.mp4,669ac69f6707168d00f7d61c95a0c978f32e3bdd5a91fee3d6dadecad9c198e1,events/p00_q_s16-19_b06-11_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.0092600579955615,0.9906460611739907,16.0,16.0,True,16,19,6,11,17,480,832,2.916465806074032,4.548071126375722,34.97425865041022,157.0,0.168325595462544,34.980325325608696,34.64621403354601,0.9708239004266398,0.9675844933827993,0.967503694862542,3.486403610359909,16.231849292200856,16.22272265833667
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s16-19_b12-17,24,ok,6.018132613011403,1200,1200,21517.130859375,p00_q_s16-19_b12-17_seed20260723_r0.mp4,b7412c22365db3efaa6f6ff62ea59df884dca4248dc7d895089b37a1ed5317bc,events/p00_q_s16-19_b12-17_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.018132613011403,0.989185548047379,16.0,16.0,True,16,19,12,17,17,480,832,3.0950177146178985,4.887223674246235,34.34955929069832,156.0,0.16294286544746103,34.35361965545377,34.093001517643664,0.9686856055719693,0.9658179909096403,0.96529542639755,3.647097647903312,16.231849292200856,16.23965855785924
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s16-19_b18-23,25,ok,6.02630673800013,1200,1200,21517.130859375,p00_q_s16-19_b18-23_seed20260723_r0.mp4,99f2936ab173c29816223d1cadede073d24062603ab108d2209a26a7ad14e6ff,events/p00_q_s16-19_b18-23_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 23, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b18-23,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.02630673800013,0.9878438097890531,16.0,16.0,True,16,19,18,23,17,480,832,3.5230571856146304,5.6979003032211315,33.01650668723232,207.0,0.15249286112682253,33.03112875404031,32.523534762651366,0.9628112712772227,0.9595682459149855,0.9558635718796266,4.109614184778979,16.231849292200856,16.209340204744258
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s16-19_b24-29,26,ok,6.1328868189884815,1200,1200,21517.130859375,p00_q_s16-19_b24-29_seed20260723_r0.mp4,0071f3b8a785ef1df00cd11846e9ebcb5814baf6e7e7b3745dba2876ae7d055c,events/p00_q_s16-19_b24-29_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 29, ""block_start"": 24, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b24-29,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.1328868189884815,0.9706766132699229,16.0,16.0,True,16,19,24,29,17,480,832,3.6384917338329563,5.7924558443538405,32.873548971356186,196.0,0.14613754556309702,32.90684020417081,32.28581681262671,0.9614077681024726,0.9571108592480048,0.9515034030217852,4.267057448167067,16.231849292200856,16.232293701171876
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s16-19_b24-29,0,ok,6.0149979259877,1200,1200,21517.130859375,p00_q_s16-19_b24-29_seed20260723_r1.mp4,0071f3b8a785ef1df00cd11846e9ebcb5814baf6e7e7b3745dba2876ae7d055c,events/p00_q_s16-19_b24-29_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 29, ""block_start"": 24, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b24-29,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.0149979259877,1.02500791136966,16.0,16.0,True,16,19,24,29,17,480,832,3.6384917338329563,5.7924558443538405,32.873548971356186,196.0,0.14613754556309702,32.90684020417081,32.28581681262671,0.9614077681024726,0.9571108592480048,0.9515034030217852,4.267057448167067,16.231849292200856,16.232293701171876
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s16-19_b18-23,1,ok,6.0333801160159055,1200,1200,21517.130859375,p00_q_s16-19_b18-23_seed20260723_r1.mp4,99f2936ab173c29816223d1cadede073d24062603ab108d2209a26a7ad14e6ff,events/p00_q_s16-19_b18-23_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 23, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b18-23,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.0333801160159055,1.0218849703573418,16.0,16.0,True,16,19,18,23,17,480,832,3.5230571856146304,5.6979003032211315,33.01650668723232,207.0,0.15249286112682253,33.03112875404031,32.523534762651366,0.9628112712772227,0.9595682459149855,0.9558635718796266,4.109614184778979,16.231849292200856,16.209340204744258
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s16-19_b12-17,2,ok,6.021729187021265,1200,1200,21517.130859375,p00_q_s16-19_b12-17_seed20260723_r1.mp4,b7412c22365db3efaa6f6ff62ea59df884dca4248dc7d895089b37a1ed5317bc,events/p00_q_s16-19_b12-17_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.021729187021265,1.023862128223555,16.0,16.0,True,16,19,12,17,17,480,832,3.0950177146178985,4.887223674246235,34.34955929069832,156.0,0.16294286544746103,34.35361965545377,34.093001517643664,0.9686856055719693,0.9658179909096403,0.96529542639755,3.647097647903312,16.231849292200856,16.23965855785924
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s16-19_b06-11,3,ok,6.019006032991456,1200,1200,21517.130859375,p00_q_s16-19_b06-11_seed20260723_r1.mp4,669ac69f6707168d00f7d61c95a0c978f32e3bdd5a91fee3d6dadecad9c198e1,events/p00_q_s16-19_b06-11_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.019006032991456,1.024325349935771,16.0,16.0,True,16,19,6,11,17,480,832,2.916465806074032,4.548071126375722,34.97425865041022,157.0,0.168325595462544,34.980325325608696,34.64621403354601,0.9708239004266398,0.9675844933827993,0.967503694862542,3.486403610359909,16.231849292200856,16.22272265833667
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s16-19_b00-05,4,ok,6.028375324996887,1200,1200,21517.130859375,p00_q_s16-19_b00-05_seed20260723_r1.mp4,281e4ce3ad67014e76a57f5fe32c2c3563b6c082d852ee810cb9c6f9c72a3929,events/p00_q_s16-19_b00-05_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 5, ""block_start"": 0, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 19, ""step_start"": 16}",q_s16-19_b00-05,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.028375324996887,1.0227333449933582,16.0,16.0,True,16,19,0,5,17,480,832,3.2207234516402714,5.1272335133428095,33.93314166304326,196.0,0.15852314683886376,33.93938990390969,33.57285564730711,0.9671292858004823,0.9646106937510944,0.9633998400422024,3.799881059695513,16.231849292200856,16.2639892578125
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s12-15_b24-29,5,ok,6.09067741499166,1200,1200,21517.130859375,p00_q_s12-15_b24-29_seed20260723_r1.mp4,c43755d56c030daec5609b8fb7eb6a06cfb0456064cd7c2339e1c246d525cf53,events/p00_q_s12-15_b24-29_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 29, ""block_start"": 24, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 15, ""step_start"": 12}",q_s12-15_b24-29,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.09067741499166,1.0122717131322463,16.0,16.0,True,12,15,24,29,17,480,832,2.8426662071078432,4.4805490211420755,35.10417894370058,154.0,0.17301766159188034,35.109367013504645,34.85970061935651,0.9719512308755298,0.9691560170601099,0.9688018701792148,3.427422104533921,16.231849292200856,16.235868535490116
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s12-15_b18-23,6,ok,6.064714655978605,1200,1200,21517.130859375,p00_q_s12-15_b18-23_seed20260723_r1.mp4,fa06b5a9521fa08f5c49a84a074d2b5340a58ff33214c6405a8fcfae51857ce8,events/p00_q_s12-15_b18-23_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 23, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 15, ""step_start"": 12}",q_s12-15_b18-23,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.064714655978605,1.0166052008616115,16.0,16.0,True,12,15,18,23,17,480,832,2.9647987760809453,4.697665343529849,34.69316211095468,195.0,0.1688918445984163,34.70291948083017,34.10955006165735,0.9706673133743221,0.9677313465991861,0.9665952595598362,3.5227383605435363,16.231849292200856,16.179644827557425
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s12-15_b12-17,7,ok,6.034667736996198,1200,1200,21517.130859375,p00_q_s12-15_b12-17_seed20260723_r1.mp4,8a561ecbc6ba8bf313359c17b8fbff0ab142972abf90b83c1d2a2fc334e6d504,events/p00_q_s12-15_b12-17_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 15, ""step_start"": 12}",q_s12-15_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.034667736996198,1.0216669300965315,16.0,16.0,True,12,15,12,17,17,480,832,2.9432509662518855,4.69559782143578,34.69698575960754,177.0,0.16890505200477626,34.70188743870072,34.35252538957145,0.9706583248543237,0.9676111397948783,0.9671177404316044,3.4878659501034988,16.231849292200856,16.201124977046607
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s12-15_b06-11,8,ok,6.0301447180099785,1200,1200,21517.130859375,p00_q_s12-15_b06-11_seed20260723_r1.mp4,17bcbd0903b1c7e53406d64f67ee6446ff2a964f58dbffa4e8394b2a59ccc4fe,events/p00_q_s12-15_b06-11_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 15, ""step_start"": 12}",q_s12-15_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.0301447180099785,1.0224332498348652,16.0,16.0,True,12,15,6,11,17,480,832,2.9580618204813978,4.7379212233196055,34.619046898681695,187.0,0.16894982953117144,34.623383210305846,34.24114556152018,0.9705810365577103,0.9672460960022228,0.9672169618182053,3.511700700287126,16.231849292200856,16.286241528111645
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s12-15_b00-05,9,ok,6.027063492016168,1200,1200,21517.130859375,p00_q_s12-15_b00-05_seed20260723_r1.mp4,f3515c2c20f6ebc254cdef623f1f4c80cf4d67e0e7f79ffe79ae920cdcd46b0a,events/p00_q_s12-15_b00-05_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 5, ""block_start"": 0, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 15, ""step_start"": 12}",q_s12-15_b00-05,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.027063492016168,1.022955950136679,16.0,16.0,True,12,15,0,5,17,480,832,3.004123263888889,4.866620609679737,34.386253788986046,203.0,0.16667791014643038,34.39481427748628,33.93428033145293,0.9696802181578981,0.9668813475963669,0.9660780033866687,3.5701905861879006,16.231849292200856,16.225947609925882
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s08-11_b24-29,10,ok,6.0312502900196705,1200,1200,21517.130859375,p00_q_s08-11_b24-29_seed20260723_r1.mp4,2f3eb8e334d942e82750e70a3a3f7c5c5a8d9829a9255e5b7b613492827b2946,events/p00_q_s08-11_b24-29_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 29, ""block_start"": 24, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 11, ""step_start"": 8}",q_s08-11_b24-29,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.0312502900196705,1.0222458303897353,16.0,16.0,True,8,11,24,29,17,480,832,2.908866146618904,4.541141684150768,34.98750256566118,165.0,0.1687921753236551,34.994291738067574,34.68975374924046,0.9708676597887785,0.9684106286920104,0.9674031937972111,3.4514791896200587,16.231849292200856,16.212299001318776
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s08-11_b18-23,11,ok,6.024124769988703,1200,1200,21517.130859375,p00_q_s08-11_b18-23_seed20260723_r1.mp4,4b07b709dfd78b5fc161adcbf7a07b871be2f933561986236f31c5b9db9ce331,events/p00_q_s08-11_b18-23_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 23, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 11, ""step_start"": 8}",q_s08-11_b18-23,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.024124769988703,1.023454974193878,16.0,16.0,True,8,11,18,23,17,480,832,3.681974296128708,6.439997287036108,31.953089920568253,212.0,0.15287759434703369,32.00236976002504,31.103318855849516,0.9604278639810043,0.9558088547274791,0.9503079069152426,4.23355952857906,16.231849292200856,16.158952866252672
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s08-11_b12-17,12,ok,6.011423701012973,1200,1200,21517.130859375,p00_q_s08-11_b12-17_seed20260723_r1.mp4,c873c3d16b9159327fec564112ad15ab1c8cfb9819f54acd0681a2dc28165409,events/p00_q_s08-11_b12-17_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 11, ""step_start"": 8}",q_s08-11_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.011423701012973,1.0256173525034622,16.0,16.0,True,8,11,12,17,17,480,832,3.3591688859037205,5.855163529640833,32.780023027757004,229.0,0.16009531917735043,32.923600744466796,31.400498862161395,0.9656000477942702,0.9607245219323454,0.9594485409494782,3.866580069778312,16.231849292200856,16.169735222188834
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s08-11_b06-11,13,ok,6.017376621981384,1200,1200,21517.130859375,p00_q_s08-11_b06-11_seed20260723_r1.mp4,65bba7a325e7fcd30e94250b6547158c092a561028fa2a2194867b046c1dedce,events/p00_q_s08-11_b06-11_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 11, ""step_start"": 8}",q_s08-11_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.017376621981384,1.0246027211405222,16.0,16.0,True,8,11,6,11,17,480,832,4.2637485172354195,7.728663015838917,30.36871617549665,226.0,0.13993777298579688,30.41275061171594,29.401337226089655,0.9509184900360983,0.945646247443042,0.9399538902338657,4.647385921641293,16.231849292200856,16.327679078191775
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s08-11_b00-05,14,ok,6.026346744998591,1200,1200,21517.130859375,p00_q_s08-11_b00-05_seed20260723_r1.mp4,841fb2e5c340b3b51c2912820ca5a08a7d49d9549d6c1532ab1dd1df27664436,events/p00_q_s08-11_b00-05_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 5, ""block_start"": 0, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 11, ""step_start"": 8}",q_s08-11_b00-05,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.026346744998591,1.0230776159912005,16.0,16.0,True,8,11,0,5,17,480,832,3.747826571534062,6.4564740343189815,31.930895432976033,242.0,0.14870739261249372,31.950799972189056,31.16174468347315,0.9589105267195336,0.955667782749324,0.9546669504908737,4.199055415748531,16.231849292200856,16.26240688226162
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s04-07_b24-29,15,ok,6.01733819799847,1200,1200,21517.130859375,p00_q_s04-07_b24-29_seed20260723_r1.mp4,cbed07a8f95941349b6a014d4160c837240928fb935f8c1f72534446c5c0ddf0,events/p00_q_s04-07_b24-29_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 29, ""block_start"": 24, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b24-29,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.01733819799847,1.024609263787147,16.0,16.0,True,4,7,24,29,17,480,832,3.252904892926722,5.595582120278858,33.17389813286021,191.0,0.16139155982905984,33.33892551323325,31.692952074645046,0.9664738866555546,0.9601937132193193,0.9584541660117551,3.716827392578125,16.231849292200856,16.21956281091413
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s04-07_b18-23,16,ok,6.0270018089795485,1200,1200,21517.130859375,p00_q_s04-07_b18-23_seed20260723_r1.mp4,246e77f7de98ea48ed51cc6cb5a6691ae550a1e26d36477dc14b7b6bfd11278a,events/p00_q_s04-07_b18-23_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 23, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b18-23,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.0270018089795485,1.0229664195261585,16.0,16.0,True,4,7,18,23,17,480,832,4.5196767278626195,8.861552346718767,29.18060746312718,240.0,0.13814460980706386,29.49236912641578,27.344579480449028,0.9487021731259576,0.9419029539340597,0.9411239109241287,4.872687863080929,16.231849292200856,16.207172413361377
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s04-07_b12-17,17,ok,6.116123163024895,1200,1200,21517.130859375,p00_q_s04-07_b12-17_seed20260723_r1.mp4,acf31205906c24632ab85168eaa4694156c73ece2284ca5f928c4e3365675980,events/p00_q_s04-07_b12-17_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.116123163024895,1.0080602199580646,16.0,16.0,True,4,7,12,17,17,480,832,4.829970501822524,8.83274894393828,29.208885878264926,241.0,0.1298679848541981,29.230181374968605,28.582082040781167,0.9406227891579357,0.9352599418780778,0.9331410222574928,5.099786794287526,16.231849292200856,16.108805077707665
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,1,q_s04-07_b06-11,18,ok,6.025138531986158,1200,1200,21517.130859375,p00_q_s04-07_b06-11_seed20260723_r1.mp4,c74615942dc70fc4c3b048b146d598abcd99c0f6703afc6d1fb03e8a62306b6d,events/p00_q_s04-07_b06-11_seed20260723_r1.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r1,p00_dense_seed20260723_r1.mp4,6.165420461009489,6.025138531986158,1.0232827723841709,16.0,16.0,True,4,7,6,11,17,480,832,5.85239127702363,11.292457885404755,27.07503401749363,229.0,0.11569486668866265,27.295905082822,25.455411127726055,0.9240039594907479,0.9114926171324643,0.9023074685006547,5.851783269898505,16.231849292200856,16.135787676949786
